name,birth,incoming_links,outgoing_links,page,latitude,longitude
Peter Wessel Zapffe,(1899–1990),Arthur Schopenhauer:Henrik Ibsen:Henri-Frédéric Amiel:Sigmund Freud:Friedrich Nietzsche:Jakob Johann von Uexküll:,Herman Tønnessen:Thomas Ligotti:,/wiki/Peter_Wessel_Zapffe,FILL,FILL
David Kaplan (philosopher),(born 1933),Rudolf Carnap:Alonzo Church:Saul Kripke:Richard Montague:Bertrand Russell:Gottlob Frege:,Nathan Salmon:C. Anthony Anderson:John Perry (philosopher):,/wiki/David_Kaplan_(philosopher),FILL,FILL
Hans von Campenhausen,,,Wolfhart Pannenberg:,/wiki/Hans_von_Campenhausen,FILL,FILL
Vladimir Solovyov (philosopher),(1853–1900),Shimon bar Yochai:Sergey Bulgakov:Aristotle:Arthur Schopenhauer:Jakob Böhme:Plato:Friedrich Wilhelm Joseph Schelling:Emanuel Swedenborg:Paracelsus:Søren Kierkegaard:Immanuel Kant:Fyodor Dostoyevsky:Auguste Comte:Plotinus:Blavatsky:Louis Claude de Saint-Martin:Dante:Augustine of Hippo:,Sergey Bulgakov:Alexandre Kojève:Pavel Florensky:Andrei Belyi:Semyon Frank:Alexander Blok:Nicolas Berdyaev:Dostoyevsky:,/wiki/Vladimir_Solovyov_(philosopher),FILL,FILL
Erich Auerbach,,,Fredric Jameson:,/wiki/Erich_Auerbach,FILL,FILL
Joseph Joubert,,,Emil Cioran:,/wiki/Joseph_Joubert,FILL,FILL
Jakob Böhme,(1575–1624),Paracelsus:Kaspar von Schwenkfeld:Valentine Weigel:,Hegel:Friedrich Wilhelm Joseph Schelling:John Amos Comenius:Paul Tillich:John Pordage:Schopenhauer:Nikolai Berdyaev:,/wiki/Jakob_B%C3%B6hme,FILL,FILL
Albertus Magnus,"), (1193?–1280)",Aristotle:Plato:Pseudo-Dionysius:Proclian:Al-Farabi:Averroes:Jordan of Saxony:Plotinus:Avicenna:Maimonides:Avicebron:,Nicholas of Cusa:Meister Eckhart:Scholasticism:Thomas Aquinas:,/wiki/Albertus_Magnus,FILL,FILL
Warren,,,Lysander Spooner:,/wiki/Josiah_Warren,FILL,FILL
Edmund Gettier,(1927–2021),Roderick Chisholm:,Colin McGinn:Robert Nozick:,/wiki/Edmund_Gettier,FILL,FILL
Euclid,,,Adelard of Bath:,/wiki/Euclid,FILL,FILL
Crispin Wright,(born 1942),Michael Dummett:Ludwig Wittgenstein:Noam Chomsky:Gottlob Frege:George Boolos:,Paul Boghossian:Carrie Ichikawa Jenkins:Duncan Pritchard:Jose Zalabardo:Luca Moretti:Michael Lynch:Annalisa Coliva:,/wiki/Crispin_Wright,FILL,FILL
István Mészáros (philosopher),(1930–2017),Karl Marx:György Lukács:,Cliff Slaughter:,/wiki/Istv%C3%A1n_M%C3%A9sz%C3%A1ros_(philosopher),FILL,FILL
Abarbanel,,,Leo Strauss:,/wiki/Isaac_Abarbanel,FILL,FILL
Malthus,,,Louis Gabriel Ambroise de Bonald:,/wiki/Thomas_Robert_Malthus,FILL,FILL
Al-Kindi,(801–873),Al-Khalil:Hellenistic philosophy:Neoplatonism:,Alhazen:Miskawayh:Roger Bacon:Abu Ma'shar al-Balkhi:Isaac Israeli ben Solomon:Ahmad ibn al-Tayyib al-Sarakhsi:Robert Grosseteste:Abu Zayd al-Balkhi:,/wiki/Al-Kindi,FILL,FILL
Borden Parker Bowne,(1847–1910),Immanuel Kant:George Berkeley:Hermann Lotze:Gottfried Wilhelm Leibniz:René Descartes:,Randall Auxier:T. C. Chao:John W. E. Bowen Sr.:Walter George Muelder:,/wiki/Borden_Parker_Bowne,FILL,FILL
Gogol,,,Dimitri Pisarev:,/wiki/Nikolai_Gogol,FILL,FILL
Henri Bergson,(1859–1941),Arthur Schopenhauer:Immanuel Kant:Charles Darwin:Gottfried Wilhelm Leibniz:William James:Herbert Spencer:Spinoza:Plotinus:Maine de Biran:Félix Ravaisson-Mollien:,Henry Miller:Vladimir Jankélévitch:Emmanuel Levinas:Émile Bréhier:Nikos Kazantzakis:Maurice Merleau-Ponty:Emmanuel Mounier:Guy Debord:Jawaharlal Nehru:Robert Frost:Necip Fazıl Kısakürek:Alfred North Whitehead:Marcel Proust:Aldous Huxley:Liang Shuming:Édouard Le Roy:Michel Aflaq:Alfred Schütz:Anna-Teresa Tymieniecka:Muhammad Iqbal:Gabriel Marcel:Jacques Maritain:Vladimir Nabokov:Nurettin Topçu:Wyndham Lewis:Gilles Deleuze:Jean-Paul Sartre:,/wiki/Henri_Bergson,FILL,FILL
Adelard of Bath,(12th century),Euclid:Aristotle:Plato:Islamic philosophy:,William of Conches:Roger Bacon:Hugh of Saint Victor:Isaac of Stella:Robert Grosseteste:Peter Abelard:,/wiki/Adelard_of_Bath,FILL,FILL
Eric Voegelin,(1901–1985),Hans Urs von Balthasar:William James:Hans-Georg Gadamer:John R. Commons:Aristotle:Max Weber:Henri de Lubac:Alfred North Whitehead:Henri Bergson:Augustine of Hippo:Eduard Meyer:Plato:Edmund Husserl:Alfred Schütz:Thomas Mann:F. W. J. Schelling:Jean Bodin:Pre-Socratic philosophers:Leo Strauss:Hans Jonas:Ludwig von Mises:Thomas Aquinas:,Bruno Latour:Flannery O'Connor:William Havard:Robert B. Heilman:Frederick Lawrence:de:William F. Buckley Jr.:Olavo de Carvalho:Sir Roger Scruton:Jürgen Gebhardt:Robert George:Russell Kirk:James V. Schall:Thierry Gontier:Martin Palouš:Walker Percy:Rudolf Bultmann:Leo Strauss:Raymond Aron:fr:Ellis Sandoz:,/wiki/Eric_Voegelin,FILL,FILL
William of Ockham,(c. 1285–1349),Petrus Aureolus:Aristotle:Anselm of Canterbury:Duns Scotus:Henry Harclay:Durandus of Saint-Pourçain:Peter Abelard:Thomas Aquinas:,John Wycliffe:Thomas Hobbes:Gabriel Biel:Martin Luther:Jean Buridan:John Calvin:René Descartes:Gregory of Rimini:Bertrand Russell:Albert of Saxony:Henry VIII:Adam de Wodeham:,/wiki/William_of_Ockham,FILL,FILL
Paul of Venice,(1369–1429),Walter Burley:Aristotle:John Wycliffe:Albertus Magnus:Averroes:Giles of Rome:Augustine:Duns Scotus:Thomas Aquinas:,Paolo da Pergola:Gaetano da Thiene:,/wiki/Paul_of_Venice,FILL,FILL
Thomas Schelling,,,David Lewis (philosopher):,/wiki/Thomas_Schelling,FILL,FILL
Epicurus,(341 BC–270 BC),Aristotle:Plato:Aristippus:Democritus:Pyrrho:Nausiphanes:,Jean-Jacques Rousseau:Seneca the Younger:Thomas Hobbes:Lucretius:Isaac Newton:Karl Marx:Metrodorus:Hermarchus:John Stuart Mill:Voltaire:Bentham:Gassendi:Thomas Jefferson:David Hume:Philodemus:Baruch Spinoza:,/wiki/Epicurus,FILL,FILL
Alberico Gentili,,,Hugo Grotius:,/wiki/Alberico_Gentili,FILL,FILL
François Picavet,,,Alexandre Koyre:,/wiki/Fran%C3%A7ois_Picavet,FILL,FILL
Arthur Conan Doyle,,,Umberto Eco:,/wiki/Arthur_Conan_Doyle,FILL,FILL
Panaetius,(c. 185 – c. 110 BC),Antipater of Tarsus:Diogenes of Babylon:,Posidonius:Hecato:Cicero:,/wiki/Panaetius,FILL,FILL
Baron d'Holbach,(1723–1789),Hobbes:Bolingbroke:Pierre Bayle:,Nietzsche:Danton:Marx:Darwin:Weishaupt:Onfray:Freud:Desmoulins:Kant:Marat:,/wiki/Baron_d%27Holbach,FILL,FILL
G. L. Boggs,,,Cornelius Castoriadis:,/wiki/Grace_Lee_Boggs,FILL,FILL
Pythagoreanism,,,Empedocles:,/wiki/Pythagoreanism,FILL,FILL
Artaud,,,Michel Foucault:,/wiki/Antonin_Artaud,FILL,FILL
Socrates,(470–399 BC),Diotima:Archelaus:Anaxagoras:Damon:Prodicus:,Euclid of Megara:Plato:Phaedo of Elis:Aristippus:Xenophon:Western philosophy:Antisthenes:,/wiki/Socrates,FILL,FILL
Burroughs,,,Gilles Deleuze:,/wiki/William_S._Burroughs,FILL,FILL
Johannes Nikolaus Tetens,(1736–1807),David Hume:Gottfried Wilhelm Leibniz:John Locke:Christian Wolff:,Immanuel Kant:,/wiki/Johannes_Nikolaus_Tetens,FILL,FILL
Senior,,,John Stuart Mill:,/wiki/Nassau_William_Senior,FILL,FILL
Mario Tronti,,,Antonio Negri:,/wiki/Mario_Tronti,FILL,FILL
Józef Maria Bocheński,,,Arthur Prior:,/wiki/J%C3%B3zef_Maria_Boche%C5%84ski,FILL,FILL
Jean-François Lyotard,(1924–1998),Nietzsche:Lacan:Durkheim:Austin:Marx:Parsons:Montaigne:Klossowski:Deleuze and Guattari:Freud:Wittgenstein:Kant:Heidegger:,Alain Badiou:Roland Barthes:Margret Grebowicz:Mark Fisher:Richard Rorty:,/wiki/Jean-Fran%C3%A7ois_Lyotard,FILL,FILL
John Shelby Spong,,,Rudolf Bultmann:,/wiki/John_Shelby_Spong,FILL,FILL
Herbert Spencer,(1820–1903),Aristotle:Auguste Comte:George Henry Lewes:Charles Darwin:John Stuart Mill:Jean-Baptiste Lamarck:Thomas Henry Huxley:,Henry Sidgwick:Émile Durkheim:Charles Darwin:Jorge Luis Borges:Auberon Herbert:Henri Bergson:William Graham Sumner:Jack London:Murray Rothbard:,/wiki/Herbert_Spencer,FILL,FILL
Luce Irigaray,(born 1930),Jacques Derrida:Martin Heidegger:Sigmund Freud:Emmanuel Levinas:Jacques Lacan:Maurice Merleau-Ponty:,Catherine Malabou:Elizabeth Grosz:Judith Butler:,/wiki/Luce_Irigaray,FILL,FILL
R. D. Laing,,,Avital Ronell:,/wiki/R._D._Laing,FILL,FILL
David Gauthier,(born 1932),John Locke:Thomas Hobbes:,Geoffrey Sayre-McCord:Jan Narveson:Peter Vallentyne:,/wiki/David_Gauthier,FILL,FILL
Michel Henry,(1922–2002),Wahl:Husserl:Gouhier:Hyppolite:Biran:Meister Eckhart:Alquié:,Marion:,/wiki/Michel_Henry,FILL,FILL
Swedenborg,,,Ralph Waldo Emerson:,/wiki/Emanuel_Swedenb,FILL,FILL
Wolfgang Köhler,(1887–1967),,Karl Popper:,/wiki/Wolfgang_K%C3%B6hler,FILL,FILL
Hilary of Poitiers,,,Augustine of Hippo:,/wiki/Hilary_of_Poitiers,FILL,FILL
Carl Jung,(1875–1961),Nietzsche:Carus:Janet:Hartmann:Schiller:Flournoy:Heraclitus:Laozi:James:Freud:Goethe:Moltzer:Kant:Bleuler:Meister Eckhart:Schopenhauer:,Erich Neumann:Sonu Shamdasani:Joseph Campbell:Gaston Bachelard:Wolfgang Pauli:Carl Rogers:Terence McKenna:Ross Nichols:James Hillman:Jean Piaget:Arnold J. Toynbee:Freud:Alan Watts:Robert Anton Wilson:Jordan Peterson:Philip K. Dick:Hermann Hesse:,/wiki/Carl_Jung,FILL,FILL
Edmund Husserl,(1859–1938),Bolzano:Plato:Kerry:Brentano:Lotze:Natorp:Leibniz:Rickert:Weierstrass:Windelband:Stumpf:Hume:Masaryk:Kant:Descartes:,Marcel:Levinas:Przywara:Ryle:Zahavi:Farber:Patočka:Ricœur:Merleau-Ponty:Ortega y Gasset:Landgrebe:Reinach:Zubiri:Mises:Smith:Weyl:Blumenberg:Gallagher:Strauss:Gödel:Ingarden:Schütz:Marion:Willard:Henry:Putnam:Fink:Wojtyła:Carnap:Derrida:Sartre:Köchler:Sellars:Western philosophy:Stiegler:Dussel:Kołakowski:Stein:Scheler:Heidegger:,/wiki/Edmund_Husserl,FILL,FILL
Pasicles of Thebes,,,Stilpo:,/wiki/Pasicles_of_Thebes,FILL,FILL
Thorstein Veblen,,,Jean Baudrillard:,/wiki/Thorstein_Veblen,FILL,FILL
